"Date","Cases","New_cases","Deceased","Hospitalized","Recovered","Quarantined","Not_hospitalized","Active","Total","New_Deceased","New_Hospitalized","New_Recovered","New_not_hospitalized","Tests","New_tests","Total_positivity","positivity","avgPositivity","Tweet","avgnewcases","avgnewtests","avgnewhospitalized","avgnewdead","avgmonthlynewdead","weeklydead","biweeklydead","monthlydead"
2020-07-10,1017,19,17,4,873,NA,123,127,0,0,-3,16,6,42214,1068,0.0240915336144407,0.0177902621722846,0.0224127850321575,"Of 1,068 new tests reported in Champaign County, 19 came back positive, or 1.8%",16.4285714285714,733,5.71428571428571,0.714285714285714,0.290322580645161,5,5,9
2020-07-11,1020,3,17,5,873,NA,125,130,0,0,1,0,2,43731,1517,0.0233244151745901,0.001977587343441,0.017502706604114,"Of 1,517 new tests reported in Champaign County, 3 came back positive, or 0.2%",13.8571428571429,791.714285714286,5.71428571428571,0.571428571428571,0.258064516129032,4,5,8
2020-07-12,1031,11,17,5,883,NA,126,131,0,0,0,10,1,44618,887,0.0231072661257788,0.0124013528748591,0.0158102766798419,"Of 887 new tests reported in Champaign County, 11 came back positive, or 1.2%",14.2857142857143,903.571428571429,5.71428571428571,0.285714285714286,0.258064516129032,2,5,8
2020-07-13,1046,15,17,2,913,NA,114,116,0,0,-3,30,-12,44787,169,0.0233549914037556,0.0887573964497041,0.0160701241782323,"Of 169 new tests reported in Champaign County, 15 came back positive, or 8.9%",12.5714285714286,782.285714285714,5.14285714285714,0.285714285714286,0.258064516129032,2,5,8
2020-07-14,1065,19,17,2,920,NA,126,128,0,0,0,7,12,44836,49,0.0237532340083861,0.387755102040816,0.0192184497117233,"Of 49 new tests reported in Champaign County, 19 came back positive, or 38.8%",12.8571428571429,669,4.57142857142857,0.142857142857143,0.258064516129032,1,5,8
2020-07-15,1076,11,17,3,936,NA,120,123,0,0,1,16,-6,47491,2655,0.0226569244698996,0.00414312617702448,0.0136286201022147,"Of 2,655 new tests reported in Champaign County, 11 came back positive, or 0.4%",13.7142857142857,1006.28571428571,4,0,0.258064516129032,0,5,8
2020-07-16,1091,15,17,3,950,NA,121,124,0,0,0,14,1,49553,2062,0.0220168304643513,0.007274490785645,0.0110622100630427,"Of 2,062 new tests reported in Champaign County, 15 came back positive, or 0.7%",13.2857142857143,1201,3.42857142857143,0,0.258064516129032,0,5,8
2020-07-17,1134,43,17,3,973,NA,141,144,0,0,0,23,20,53222,3669,0.0213069783172372,0.011719814663396,0.0106286337209302,"Of 3,669 new tests reported in Champaign County, 43 came back positive, or 1.2%",16.7142857142857,1572.57142857143,3.28571428571429,0,0.258064516129032,0,5,8
2020-07-18,1161,27,17,4,973,NA,167,171,0,0,1,0,26,54983,1761,0.0211156175545169,0.0153321976149915,0.01253110558123,"Of 1,761 new tests reported in Champaign County, 27 came back positive, or 1.5%",20.1428571428571,1607.42857142857,3.14285714285714,0,0.225806451612903,0,4,7
2020-07-19,1177,16,17,6,985,NA,169,175,0,0,2,12,2,56328,1345,0.0208954693935521,0.0118959107806691,0.012467976088813,"Of 1,345 new tests reported in Champaign County, 16 came back positive, or 1.2%",20.8571428571429,1672.85714285714,3.28571428571429,0,0.193548387096774,0,2,6
2020-07-20,1197,20,17,8,1021,NA,151,159,0,0,2,36,-18,58251,1923,0.0205490034505845,0.0104004160166407,0.011215092097445,"Of 1,923 new tests reported in Champaign County, 20 came back positive, or 1%",21.5714285714286,1923.42857142857,4.14285714285714,0,0.193548387096774,0,2,6
2020-07-21,1233,36,17,10,1035,NA,171,181,0,0,2,14,20,59550,1299,0.0207052896725441,0.0277136258660508,0.0114176974310181,"Of 1,299 new tests reported in Champaign County, 36 came back positive, or 2.8%",24,2102,5.28571428571429,0,0.161290322580645,0,1,5
2020-07-22,1241,8,17,10,1035,NA,179,189,0,0,0,0,8,61054,1504,0.0203262685491532,0.00531914893617021,0.0121654501216545,"Of 1,504 new tests reported in Champaign County, 8 came back positive, or 0.5%",23.5714285714286,1937.57142857143,6.28571428571429,0,0.161290322580645,0,0,5
2020-07-23,1270,29,17,10,1070,NA,173,183,0,0,0,35,-6,62466,1412,0.0203310600966926,0.0205382436260623,0.013861999535352,"Of 1,412 new tests reported in Champaign County, 29 came back positive, or 2.1%",25.5714285714286,1844.71428571429,7.28571428571429,0,0.161290322580645,0,0,5
2020-07-24,1280,10,17,10,1074,NA,179,189,0,0,0,4,6,64275,1809,0.0199144301828082,0.00552791597567717,0.0132090835067403,"Of 1,809 new tests reported in Champaign County, 10 came back positive, or 0.6%",20.8571428571429,1579,8.28571428571429,0,0.161290322580645,0,0,5
2020-07-25,1302,22,18,12,1117,NA,155,167,0,1,2,43,-24,66398,2123,0.0196090243682039,0.0103626943005181,0.0123521681997372,"Of 2,123 new tests reported in Champaign County, 22 came back positive, or 1%",20.1428571428571,1630.71428571429,9.42857142857143,0.142857142857143,0.193548387096774,1,1,6
2020-07-26,1312,10,18,12,1117,NA,165,177,0,0,0,0,10,66398,0,0.0197596313141962,NA,0.0134061569016882,"Of  new tests reported in Champaign County, 10 came back positive, or 0%",19.2857142857143,1438.57142857143,10.2857142857143,0.142857142857143,0.193548387096774,1,1,6
2020-07-27,1367,55,18,13,1140,NA,196,209,0,0,1,23,31,68138,1740,0.0200622266576653,0.0373563218390805,0.0171942955395975,"Of 1,740 new tests reported in Champaign County, 55 came back positive, or 3.7%",24.2857142857143,1412.42857142857,11,0.142857142857143,0.193548387096774,1,1,6
2020-07-28,1413,46,18,14,1183,NA,198,212,0,0,1,43,2,69694,1556,0.0202743421241427,0.0295629820051414,0.0177444794952681,"Of 1,556 new tests reported in Champaign County, 46 came back positive, or 3%",25.7142857142857,1449.14285714286,11.5714285714286,0.142857142857143,0.193548387096774,1,1,6
2020-07-29,1432,19,19,14,1194,NA,205,219,0,1,0,11,7,71349,1655,0.0200703583792345,0.0114803625377644,0.0185526954832443,"Of 1,655 new tests reported in Champaign County, 19 came back positive, or 1.1%",27.2857142857143,1470.71428571429,12.1428571428571,0.285714285714286,0.225806451612903,2,2,7
2020-07-30,1448,16,19,14,1206,NA,209,223,0,0,0,12,4,72496,1147,0.019973515780181,0.013949433304272,0.0177467597208375,"Of 1,147 new tests reported in Champaign County, 16 came back positive, or 1.4%",25.4285714285714,1432.85714285714,12.7142857142857,0.285714285714286,0.225806451612903,2,2,7
2020-07-31,1464,16,19,13,1237,NA,195,208,0,0,-1,31,-14,75347,2851,0.0194301033883234,0.00561206594177482,0.0166184971098266,"Of 2,851 new tests reported in Champaign County, 16 came back positive, or 0.6%",26.2857142857143,1581.71428571429,13.1428571428571,0.285714285714286,0.225806451612903,2,2,7
2020-08-01,1496,32,19,14,1251,NA,212,226,0,0,1,14,17,77393,2046,0.0193299135580737,0.0156402737047898,0.0176443838108231,"Of 2,046 new tests reported in Champaign County, 32 came back positive, or 1.6%",27.7142857142857,1570.71428571429,13.4285714285714,0.142857142857143,0.225806451612903,1,2,7
2020-08-02,1512,16,19,15,1268,NA,210,225,0,0,1,17,-2,78401,1008,0.0192854682975982,0.0158730158730159,0.0166625010414063,"Of 1,008 new tests reported in Champaign County, 16 came back positive, or 1.6%",28.5714285714286,1714.71428571429,13.8571428571429,0.142857142857143,0.225806451612903,1,2,7
2020-08-03,1523,11,19,14,1287,NA,203,217,0,0,-1,19,-7,79339,938,0.0191961078410366,0.011727078891258,0.0139273279171503,"Of 938 new tests reported in Champaign County, 11 came back positive, or 1.2%",22.2857142857143,1600.14285714286,14,0.142857142857143,0.225806451612903,1,2,7
2020-08-04,1558,35,19,13,1344,NA,182,195,0,0,-1,57,-21,81615,2276,0.0190896281320836,0.015377855887522,0.012163409109974,"Of 2,276 new tests reported in Champaign County, 35 came back positive, or 1.5%",20.7142857142857,1703,13.8571428571429,0.142857142857143,0.193548387096774,1,2,6
2020-08-05,1574,16,19,12,1371,NA,172,184,0,0,-1,27,-10,82249,634,0.0191370107843256,0.0252365930599369,0.0130275229357798,"Of 634 new tests reported in Champaign County, 16 came back positive, or 2.5%",20.2857142857143,1557.14285714286,13.5714285714286,0,0.129032258064516,0,2,4
2020-08-06,1605,31,19,13,1431,NA,142,155,0,0,1,60,-30,84285,2036,0.0190425342587649,0.0152259332023576,0.0133174993638137,"Of 2,036 new tests reported in Champaign County, 31 came back positive, or 1.5%",22.4285714285714,1684.14285714286,13.4285714285714,0,0.129032258064516,0,2,4
2020-08-07,1626,21,19,13,1451,NA,143,156,0,0,0,20,1,87167,2882,0.0186538483600445,0.00728660652324774,0.0137055837563452,"Of 2,882 new tests reported in Champaign County, 21 came back positive, or 0.7%",23.1428571428571,1688.57142857143,13.4285714285714,0,0.0967741935483871,0,2,3
2020-08-08,1639,13,19,13,1469,NA,138,151,0,0,0,18,-5,90904,3737,0.0180300096805421,0.00347872625100348,0.010583968618163,"Of 3,737 new tests reported in Champaign County, 13 came back positive, or 0.3%",20.4285714285714,1930.14285714286,13.2857142857143,0,0.0645161290322581,0,1,2
2020-08-09,1649,10,19,14,1477,NA,139,153,0,0,1,8,1,91204,300,0.0180803473531863,0.0333333333333333,0.0107006170428806,"Of 300 new tests reported in Champaign County, 10 came back positive, or 3.3%",19.5714285714286,1829,13.1428571428571,0,0.0645161290322581,0,1,2
2020-08-10,1682,33,19,11,1523,NA,129,140,0,0,-3,46,-10,93306,2102,0.0180267078215763,0.0156993339676499,0.0113839765160736,"Of 2,102 new tests reported in Champaign County, 33 came back positive, or 1.6%",22.7142857142857,1995.28571428571,12.7142857142857,0,0.0645161290322581,0,1,2
2020-08-11,1700,18,19,9,1538,NA,134,143,0,0,-2,15,5,97669,4363,0.0174057275082165,0.00412560165024066,0.00884514762675969,"Of 4,363 new tests reported in Champaign County, 18 came back positive, or 0.4%",20.2857142857143,2293.42857142857,12.1428571428571,0,0.0645161290322581,0,1,2
2020-08-12,1716,16,19,9,1557,NA,131,140,0,0,0,19,-3,1e+05,2331,0.01716,0.00686400686400686,0.007999549321165,"Of 2,331 new tests reported in Champaign County, 16 came back positive, or 0.7%",20.2857142857143,2535.85714285714,11.7142857142857,0,0.0645161290322581,0,0,2
2020-08-13,1728,12,19,10,1574,NA,125,135,0,0,1,17,-6,1e+05,0,0.01728,NA,0.00782691695832008,"Of  new tests reported in Champaign County, 12 came back positive, or 0%",17.5714285714286,2245,11.2857142857143,0,0.0645161290322581,0,0,2
2020-08-14,1731,3,19,13,1593,NA,106,119,0,0,3,19,-19,1e+05,0,0.01731,NA,0.00818203070209616,"Of  new tests reported in Champaign County, 3 came back positive, or 0%",15,1833.28571428571,11.2857142857143,0,0.0645161290322581,0,0,2
2020-08-15,1746,15,19,14,1607,NA,106,120,0,0,1,14,0,1e+05,0,0.01746,NA,0.0117634124890062,"Of  new tests reported in Champaign County, 15 came back positive, or 0%",15.2857142857143,1299.42857142857,11.4285714285714,0,0.0645161290322581,0,0,2
2020-08-16,1759,13,19,12,1618,NA,110,122,0,0,-2,11,4,1e+05,0,0.01759,NA,0.0125056844020009,"Of  new tests reported in Champaign County, 13 came back positive, or 0%",15.7142857142857,1256.57142857143,11.1428571428571,0,0.0645161290322581,0,0,2
2020-08-17,1772,13,19,9,1640,NA,104,113,0,0,-3,22,-6,1e+05,0,0.01772,NA,0.0134448760083657,"Of  new tests reported in Champaign County, 13 came back positive, or 0%",12.8571428571429,956.285714285714,10.8571428571429,0,0.0645161290322581,0,0,2
2020-08-18,1788,16,19,9,1657,NA,103,112,0,0,0,17,-1,128000,28000,0.01396875,0.00257142857142857,0.00290132207972042,"Of 28,000 new tests reported in Champaign County, 16 came back positive, or 0.3%",12.5714285714286,4333,10.8571428571429,0,0.0645161290322581,0,0,2
2020-08-19,1824,36,20,4,1673,NA,127,131,0,1,-5,16,24,133990,5990,0.0136129561907605,0.00601001669449082,0.00317740511915269,"Of 5,990 new tests reported in Champaign County, 36 came back positive, or 0.6%",15.4285714285714,4855.71428571429,10.1428571428571,0.142857142857143,0.0967741935483871,1,1,3
2020-08-20,1849,25,20,4,1689,NA,136,140,0,0,0,16,9,142538,8548,0.012971979401984,0.00292466073935423,0.00284451549203066,"Of 8,548 new tests reported in Champaign County, 25 came back positive, or 0.3%",17.2857142857143,6076.85714285714,9.28571428571429,0.142857142857143,0.0967741935483871,1,1,3
2020-08-21,1879,30,20,3,1695,NA,161,164,0,0,-1,6,25,149943,7405,0.0125314286095383,0.00405131667792032,0.00296337825120638,"Of 7,405 new tests reported in Champaign County, 30 came back positive, or 0.4%",21.1428571428571,7134.71428571429,7.85714285714286,0.142857142857143,0.0967741935483871,1,1,3
2020-08-22,1907,28,20,3,1695,NA,189,192,0,0,0,0,28,161556,11613,0.0118039565228156,0.00241109101868596,0.00261550458119436,"Of 11,613 new tests reported in Champaign County, 28 came back positive, or 0.2%",23,8793.71428571429,6.28571428571429,0.142857142857143,0.0967741935483871,1,1,3
2020-08-23,1975,68,20,3,1719,NA,233,236,0,0,0,24,44,168231,6675,0.0117398101420071,0.010187265917603,0.00316571646319122,"Of 6,675 new tests reported in Champaign County, 68 came back positive, or 1%",30.8571428571429,9747.28571428571,5,0.142857142857143,0.0967741935483871,1,1,3
2020-08-24,2061,86,20,2,1730,NA,309,311,0,0,-1,11,76,174066,5835,0.011840336424115,0.014738646101114,0.00390192530985877,"Of 5,835 new tests reported in Champaign County, 86 came back positive, or 1.5%",41.2857142857143,10580.8571428571,4,0.142857142857143,0.0967741935483871,1,1,3
2020-08-25,2093,32,20,2,1730,NA,341,343,0,0,0,0,32,183550,9484,0.0114028874965949,0.00337410375369043,0.00549054905490549,"Of 9,484 new tests reported in Champaign County, 32 came back positive, or 0.3%",43.5714285714286,7935.71428571429,3,0.142857142857143,0.0645161290322581,1,1,2
2020-08-26,2133,40,20,2,1737,NA,374,376,0,0,0,7,33,194194,10644,0.0109838614993254,0.00375798571965427,0.00513254933227028,"Of 10,644 new tests reported in Champaign County, 40 came back positive, or 0.4%",44.1428571428571,8600.57142857143,2.71428571428571,0,0.0645161290322581,0,1,2
2020-08-27,2205,72,20,3,1763,NA,419,422,0,0,1,26,45,204379,10185,0.0107887796691441,0.00706921944035346,0.0057566986303585,"Of 10,185 new tests reported in Champaign County, 72 came back positive, or 0.7%",50.8571428571429,8834.42857142857,2.57142857142857,0,0.0645161290322581,0,1,2
2020-08-28,2259,54,20,2,1798,NA,439,441,0,0,-1,35,20,212452,8073,0.0106329900401032,0.00668896321070234,0.00607912460605673,"Of 8,073 new tests reported in Champaign County, 54 were positive, or 0.7%",54.2857142857143,8929.85714285714,2.42857142857143,0,0.0645161290322581,0,1,2
2020-08-29,2320,61,20,2,1823,NA,475,477,0,0,0,25,36,224238,11786,0.0103461500726906,0.00517563210588834,0.00658881337545069,"Of 11,786 new tests reported in Champaign County, 61 were positive, or 0.5%",59,8954.57142857143,2.28571428571429,0,0.032258064516129,0,1,1
2020-08-30,2369,49,20,2,1845,NA,502,504,0,0,0,22,27,230328,6090,0.0102853322218749,0.00804597701149425,0.00634491199252782,"Of 6,090 new tests reported in Champaign County, 49 were positive, or 0.8%",56.2857142857143,8871,2.14285714285714,0,0.032258064516129,0,1,1
2020-08-31,2425,56,20,2,1860,NA,543,545,0,0,0,15,41,233590,3262,0.0103814375615394,0.0171673819742489,0.00611518043142262,"Of 3,262 new tests reported in Champaign County, 56 were positive, or 1.7%",52,8503.42857142857,2.14285714285714,0,0.032258064516129,0,1,1
2020-09-01,2462,37,20,2,1893,NA,547,549,0,0,0,33,4,236944,3354,0.0103906408265244,0.0110316040548599,0.00691088886391729,"Of 3,354 new tests reported in Champaign County, 37 were positive, or 1.1%. The seven-day average positivity is 0.7%",52.7142857142857,7627.71428571429,2.14285714285714,0,0.032258064516129,0,1,1
2020-09-02,2509,47,20,3,1893,NA,593,596,0,0,1,0,46,248659,11715,0.0100901234220358,0.00401195049082373,0.00690351601946204,"Of 11,715 new tests reported in Champaign County, 47 were positive, or 0.4%. The seven-day average positivity is 0.7%",53.7142857142857,7780.71428571429,2.28571428571429,0,0.032258064516129,0,0,1
2020-09-03,2597,88,20,3,1893,NA,681,684,0,0,0,0,88,267987,19328,0.00969076858205808,0.00455298013245033,0.00616274682429883,"Of 19,328 new tests reported in Champaign County, 88 were positive, or 0.5%. The seven-day average positivity is 0.6%",56,9086.85714285714,2.28571428571429,0,0.032258064516129,0,0,1
2020-09-04,2764,167,20,3,1894,NA,847,850,0,0,0,1,166,277660,9673,0.0099546207592019,0.0172645508115373,0.00774444853392222,"Of 9,673 new tests reported in Champaign County, 167 were positive, or 1.7%. The seven-day average positivity is 0.8%",72.1428571428571,9315.42857142857,2.42857142857143,0,0.032258064516129,0,0,1
2020-09-05,2806,42,20,3,1898,NA,885,888,0,0,0,4,38,286906,9246,0.00978020675761399,0.0045425048669695,0.00775515414565648,"Of 9,246 new tests reported in Champaign County, 42 were positive, or 0.5%. The seven-day average positivity is 0.8%",69.4285714285714,8952.57142857143,2.57142857142857,0,0.032258064516129,0,0,1
2020-09-06,2873,67,20,3,2361,NA,489,492,0,0,0,463,-396,299792,12886,0.00958331109569301,0.00519944125407419,0.00725555683519521,"Of 12,886 new tests reported in Champaign County, 67 were positive, or 0.5%. The seven-day average positivity is 0.7%",72,9923.42857142857,2.71428571428571,0,0.032258064516129,0,0,1
2020-09-07,2906,33,20,3,2362,NA,521,524,0,0,0,1,32,314248,14456,0.00924747333316362,0.00228278915329275,0.00596345061866151,"Of 14,456 new tests reported in Champaign County, 33 were positive, or 0.2%. The seven-day average positivity is 0.6%",68.7142857142857,11522.5714285714,2.85714285714286,0,0.032258064516129,0,0,1
2020-09-08,3064,158,20,3,2414,NA,627,630,0,0,0,52,106,325375,11127,0.00941682673837879,0.0141996944369552,0.00680756748199161,"Of 11,127 new tests reported in Champaign County, 158 were positive, or 1.4%. The seven-day average positivity is 0.7%",86,12633,3,0,0.032258064516129,0,0,1
2020-09-09,3064,0,20,3,2415,NA,626,629,0,0,0,1,-1,339357,13982,0.00902883983533565,0,0.00611920880284019,"Of 13,982 new tests reported in Champaign County,  were positive, or 0%. The seven-day average positivity is 0.6%",79.2857142857143,12956.8571428571,3,0,0.032258064516129,0,0,1
2020-09-10,3420,356,20,1,2662,NA,737,738,0,0,-2,247,111,347668,8311,0.00983697090327554,0.0428347972566478,0.0103286856339654,"Of 8,311 new tests reported in Champaign County, 356 were positive, or 4.3%. The seven-day average positivity is 1%",117.571428571429,11383,2.71428571428571,0,0.032258064516129,0,0,1
2020-09-11,3458,38,20,1,2926,NA,511,512,0,0,0,264,-226,360005,12337,0.00960542214691463,0.00308016535624544,0.00842795555285688,"Of 12,337 new tests reported in Champaign County, 38 were positive, or 0.3%. The seven-day average positivity is 0.8%",99.1428571428571,11763.5714285714,2.42857142857143,0,0.032258064516129,0,0,1
2020-09-12,3594,136,20,1,3251,NA,322,323,0,0,0,325,-189,369232,9227,0.00973371755427482,0.0147393519020267,0.00957170274275441,"Of 9,227 new tests reported in Champaign County, 136 were positive, or 1.5%. The seven-day average positivity is 1%",112.571428571429,11760.8571428571,2.14285714285714,0,0.032258064516129,0,0,1
2020-09-13,3675,81,20,1,3370,NA,284,285,0,0,0,119,-38,373175,3943,0.00984792657600322,0.0205427339589145,0.0109289617486339,"Of 3,943 new tests reported in Champaign County, 81 were positive, or 2.1%. The seven-day average positivity is 1.1%",114.571428571429,10483.2857142857,1.85714285714286,0,0.032258064516129,0,0,1
2020-09-14,3811,136,20,1,3385,NA,405,406,0,0,0,15,121,382263,9088,0.00996957592024339,0.0149647887323944,0.0133058884069691,"Of 9,088 new tests reported in Champaign County, 136 were positive, or 1.5%. The seven-day average positivity is 1.3%",129.285714285714,9716.42857142857,1.57142857142857,0,0.032258064516129,0,0,1
2020-09-15,3947,136,20,5,3517,NA,405,410,0,0,4,132,0,391544,9281,0.010080603967881,0.0146535933627842,0.0133446175701613,"Of 9,281 new tests reported in Champaign County, 136 were positive, or 1.5%. The seven-day average positivity is 1.3%",126.142857142857,9452.71428571429,1.85714285714286,0,0.032258064516129,0,0,1
2020-09-16,4074,127,20,7,3615,NA,432,439,0,0,2,98,27,401004,9460,0.0101594996558638,0.0134249471458774,0.0163836034194689,"Of 9,460 new tests reported in Champaign County, 127 were positive, or 1.3%. The seven-day average positivity is 1.6%",144.285714285714,8806.71428571429,2.42857142857143,0,0.032258064516129,0,0,1
2020-09-17,4159,85,20,8,3700,NA,431,439,0,0,1,85,-1,410449,9445,0.0101328057809862,0.00899947061937533,0.0117710772367436,"Of 9,445 new tests reported in Champaign County, 85 were positive, or 0.9%. The seven-day average positivity is 1.2%",105.571428571429,8968.71428571429,3.42857142857143,0,0.032258064516129,0,0,1
2020-09-18,4212,53,20,8,3768,NA,416,424,0,0,0,68,-15,421240,10791,0.00999905042256196,0.00491150032434436,0.0123132195639749,"Of 10,791 new tests reported in Champaign County, 53 were positive, or 0.5%. The seven-day average positivity is 1.2%",107.714285714286,8747.85714285714,4.42857142857143,0,0.032258064516129,0,0,1
2020-09-19,4281,69,20,8,3879,NA,374,382,0,0,0,111,-42,431519,10279,0.00992076826281114,0.00671271524467361,0.0110295888387625,"Of 10,279 new tests reported in Champaign County, 69 were positive, or 0.7%. The seven-day average positivity is 1.1%",98.1428571428571,8898.14285714286,5.42857142857143,0,0,0,0,0
2020-09-20,4299,18,20,4,3932,NA,343,347,0,0,-4,53,-31,439392,7873,0.00978397421892069,0.00228629493204623,0.00942356192518537,"Of 7,873 new tests reported in Champaign County, 18 were positive, or 0.2%. The seven-day average positivity is 0.9%",89.1428571428571,9459.57142857143,5.85714285714286,0,0,0,0,0
2020-09-21,4336,37,20,4,3989,NA,323,327,0,0,0,57,-20,446570,7178,0.00970956401012159,0.00515463917525773,0.0081639634876452,"Of 7,178 new tests reported in Champaign County, 37 were positive, or 0.5%. The seven-day average positivity is 0.8%",75,9186.71428571429,6.28571428571429,0,0,0,0,0
2020-09-22,4370,34,20,4,4046,NA,300,304,0,0,0,57,-23,456194,9624,0.00957925794727682,0.00353283458021613,0.00654292343387471,"Of 9,624 new tests reported in Champaign County, 34 were positive, or 0.4%. The seven-day average positivity is 0.7%",60.4285714285714,9235.71428571429,6.14285714285714,0,0,0,0,0
2020-09-23,4435,65,20,4,4088,NA,323,327,0,0,0,42,23,464787,8593,0.00954200526262568,0.0075642965204236,0.00565981531128984,"Of 8,593 new tests reported in Champaign County, 65 were positive, or 0.8%. The seven-day average positivity is 0.6%",51.5714285714286,9111.85714285714,5.71428571428571,0,0,0,0,0
2020-09-24,4507,72,20,4,4124,NA,359,363,0,0,0,36,36,474496,9709,0.00949849946048017,0.00741579977340612,0.0054335097662654,"Of 9,709 new tests reported in Champaign County, 72 were positive, or 0.7%. The seven-day average positivity is 0.5%",49.7142857142857,9149.57142857143,5.14285714285714,0,0,0,0,0
2020-09-25,4549,42,20,4,4179,NA,346,350,0,0,0,55,-13,482563,8067,0.00942674842455804,0.00520639642989959,0.00549549108817246,"Of 8,067 new tests reported in Champaign County, 42 were positive, or 0.5%. The seven-day average positivity is 0.5%",48.1428571428571,8760.42857142857,4.57142857142857,0,0,0,0,0
2020-09-26,4608,59,20,4,4244,NA,340,344,0,0,0,65,-6,493990,11427,0.00932812405109415,0.00516320994136694,0.00523442877495158,"Of 11,427 new tests reported in Champaign County, 59 were positive, or 0.5%. The seven-day average positivity is 0.5%",46.7142857142857,8924.42857142857,4,0,0,0,0,0
2020-09-27,4649,41,20,5,4292,NA,332,337,0,0,1,48,-8,508016,14026,0.00915128657365122,0.00292314273492086,0.00510025647003964,"Of 14,026 new tests reported in Champaign County, 41 were positive, or 0.3%. The seven-day average positivity is 0.5%",50,9803.42857142857,4.14285714285714,0,0,0,0,0
2020-09-28,4691,42,20,8,4315,NA,348,356,0,0,3,23,16,515105,7089,0.00910688112132478,0.00592467202708421,0.00517983512074123,"Of 7,089 new tests reported in Champaign County, 42 were positive, or 0.6%. The seven-day average positivity is 0.5%",50.7142857142857,9790.71428571429,4.71428571428571,0,0,0,0,0
2020-09-29,4737,46,21,7,4355,NA,354,361,0,1,-1,40,6,526539,11434,0.008996484590885,0.00402308903270946,0.00521714407562727,"Of 11,434 new tests reported in Champaign County, 46 were positive, or 0.4%. The seven-day average positivity is 0.5%",52.4285714285714,10049.2857142857,5.14285714285714,0.142857142857143,0.032258064516129,1,1,1
2020-09-30,4793,56,22,5,4388,NA,378,383,0,1,-2,33,24,532843,6304,0.00899514491135288,0.00888324873096447,0.00526037380980369,"Of 6,304 new tests reported in Champaign County, 56 were positive, or 0.9%. The seven-day average positivity is 0.5%",51.1428571428571,9722.28571428571,5.28571428571429,0.285714285714286,0.0645161290322581,2,2,2
2020-10-01,4841,48,23,6,4430,NA,382,388,0,1,1,42,4,542293,9450,0.00892690851624491,0.00507936507936508,0.00492647167278788,"Of 9,450 new tests reported in Champaign County, 48 were positive, or 0.5%. The seven-day average positivity is 0.5%",47.7142857142857,9685.28571428571,5.57142857142857,0.428571428571429,0.0967741935483871,3,3,3
2020-10-02,4913,72,23,6,4484,NA,400,406,0,0,0,54,18,548756,6463,0.0089529772795195,0.0111403373046573,0.00549907089873552,"Of 6,463 new tests reported in Champaign County, 72 were positive, or 1.1%. The seven-day average positivity is 0.5%",52,9456.14285714286,5.85714285714286,0.428571428571429,0.0967741935483871,3,3,3
2020-10-03,4941,28,23,6,4558,NA,354,360,0,0,0,74,-46,557369,8613,0.00886486331317314,0.00325089980262394,0.00525410624970416,"Of 8,613 new tests reported in Champaign County, 28 were positive, or 0.3%. The seven-day average positivity is 0.5%",47.5714285714286,9054.14285714286,6.14285714285714,0.428571428571429,0.0967741935483871,3,3,3
2020-10-04,5003,62,23,6,4605,NA,369,375,0,0,0,47,15,567016,9647,0.00882338417258067,0.00642686845651498,0.006,"Of 9,647 new tests reported in Champaign County, 62 were positive, or 0.6%. The seven-day average positivity is 0.6%",50.5714285714286,8428.57142857143,6.28571428571429,0.428571428571429,0.0967741935483871,3,3,3
2020-10-05,5038,35,23,2,4651,NA,362,364,0,0,-4,46,-7,572869,5853,0.00879433168839647,0.00597983939859901,0.00600720171733259,"Of 5,853 new tests reported in Champaign County, 35 were positive, or 0.6%. The seven-day average positivity is 0.6%",49.5714285714286,8252,5.42857142857143,0.428571428571429,0.0967741935483871,3,3,3
2020-10-06,5071,33,23,2,4701,NA,345,347,0,0,0,50,-17,585341,12472,0.00866332616372337,0.00264592687620269,0.00568007890888065,"Of 12,472 new tests reported in Champaign County, 33 were positive, or 0.3%. The seven-day average positivity is 0.6%",47.7142857142857,8400.28571428571,4.71428571428571,0.285714285714286,0.0967741935483871,2,3,3
2020-10-07,5103,32,27,2,4744,1047,330,332,0,4,0,43,-15,590847,5506,0.00863675367734794,0.00581184162731566,0.00534445900282739,"Of 5,506 new tests reported in Champaign County, 32 were positive, or 0.6%. The seven-day average positivity is 0.5%",44.2857142857143,8286.28571428571,4.28571428571429,0.714285714285714,0.225806451612903,5,7,7
2020-10-08,5187,84,27,2,4782,1068,376,378,0,0,0,38,46,602201,11354,0.00861340316605253,0.00739827373612824,0.00577552246778394,"Of 11,354 new tests reported in Champaign County, 84 were positive, or 0.7%. The seven-day average positivity is 0.6%",49.4285714285714,8558.28571428571,3.71428571428571,0.571428571428571,0.225806451612903,4,7,7
2020-10-09,5223,36,27,4,4831,1165,361,365,0,0,2,49,-15,612916,10715,0.00852155923487068,0.00335977601493234,0.00483167082294264,"Of 10,715 new tests reported in Champaign County, 36 were positive, or 0.3%. The seven-day average positivity is 0.5%",44.2857142857143,9165.71428571429,3.42857142857143,0.571428571428571,0.225806451612903,4,7,7
